series_id,year,period,value,month,date,series_label,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id,incidentYear,Avg Temperature (°C),CO2 Emissions (Tons/Capita),Sea Level Rise (mm),Rainfall (mm),Population,Renewable Energy (%),Extreme Weather Events,Forest Area (%)
LAUMT063108000000005,2017,M02,6397960.0,2,2017-02-01,Number of Employed Persons,DR-4308-CA,4308.0,CA,DR,2017-04-01,2017.0,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",False,False,True,True,2017-02-01,2017-02-23,False,6.0,93.0,99093.0,Siskiyou (County),17031.0,2017020901.0,9.0,W,2024-08-27T18:22:14.800Z,3ae3aa7f9a909398794561970fc84c413549b342,a6b3b092-589e-4349-a01e-40b03e19c82b,2017.0,,,,,,,,
LAUMT063108000000003,2017,M03,4.5,3,2017-03-01,Unemployment Rate (%),DR-4312-CA,4312.0,CA,DR,2017-05-02,2017.0,Severe Storm,FLOODING,False,False,True,True,2017-02-08,2017-02-11,True,6.0,0.0,60347.0,Resighini Rancheria (Indian Reservation),17035.0,2017041001.0,9.0,W,2024-08-27T18:22:14.800Z,fd7c581f9b70a7dba89d2c56d9cddd260a66c624,f3a355ae-df70-49e0-a86d-c994de39faa3,2017.0,,,,,,,,
LAUMT063108000000006,2017,M03,6726381.0,3,2017-03-01,Total Labor Force,DR-4312-CA,4312.0,CA,DR,2017-05-02,2017.0,Severe Storm,FLOODING,False,False,True,True,2017-02-08,2017-02-11,True,6.0,0.0,60347.0,Resighini Rancheria (Indian Reservation),17035.0,2017041001.0,9.0,W,2024-08-27T18:22:14.800Z,fd7c581f9b70a7dba89d2c56d9cddd260a66c624,f3a355ae-df70-49e0-a86d-c994de39faa3,2017.0,,,,,,,,
LAUMT063108000000004,2017,M03,299454.0,3,2017-03-01,Number of Unemployed Persons,DR-4312-CA,4312.0,CA,DR,2017-05-02,2017.0,Severe Storm,FLOODING,False,False,True,True,2017-02-08,2017-02-11,True,6.0,0.0,60347.0,Resighini Rancheria (Indian Reservation),17035.0,2017041001.0,9.0,W,2024-08-27T18:22:14.800Z,fd7c581f9b70a7dba89d2c56d9cddd260a66c624,f3a355ae-df70-49e0-a86d-c994de39faa3,2017.0,,,,,,,,
LAUMT063108000000005,2017,M03,6426927.0,3,2017-03-01,Number of Employed Persons,DR-4312-CA,4312.0,CA,DR,2017-05-02,2017.0,Severe Storm,FLOODING,False,False,True,True,2017-02-08,2017-02-11,True,6.0,0.0,60347.0,Resighini Rancheria (Indian Reservation),17035.0,2017041001.0,9.0,W,2024-08-27T18:22:14.800Z,fd7c581f9b70a7dba89d2c56d9cddd260a66c624,f3a355ae-df70-49e0-a86d-c994de39faa3,2017.0,,,,,,,,
LAUMT063108000000006,2017,M04,6702620.0,4,2017-04-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2017,M04,6419544.0,4,2017-04-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2017,M04,4.2,4,2017-04-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2017,M04,283076.0,4,2017-04-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2017,M05,6694230.0,5,2017-05-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2017,M05,4.2,5,2017-05-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2017,M05,6416304.0,5,2017-05-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2017,M05,277926.0,5,2017-05-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2017,M06,6377011.0,6,2017-06-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2017,M06,4.6,6,2017-06-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2017,M06,306867.0,6,2017-06-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2017,M06,6683878.0,6,2017-06-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2017,M07,5.1,7,2017-07-01,Unemployment Rate (%),FM-5189-CA,5189.0,CA,FM,2017-07-09,2017.0,Fire,WALL FIRE,False,False,True,True,2017-07-07,2017-07-17,False,6.0,7.0,99007.0,Butte (County),17058.0,2017070903.0,9.0,W,2024-08-27T18:22:14.800Z,077126a45ef36ffd29eeac3a1769bbe3881421c2,93953119-41f8-4ff9-9a75-f137574958b5,2017.0,,,,,,,,
LAUMT063108000000006,2017,M07,6746493.0,7,2017-07-01,Total Labor Force,FM-5189-CA,5189.0,CA,FM,2017-07-09,2017.0,Fire,WALL FIRE,False,False,True,True,2017-07-07,2017-07-17,False,6.0,7.0,99007.0,Butte (County),17058.0,2017070903.0,9.0,W,2024-08-27T18:22:14.800Z,077126a45ef36ffd29eeac3a1769bbe3881421c2,93953119-41f8-4ff9-9a75-f137574958b5,2017.0,,,,,,,,
LAUMT063108000000005,2017,M07,6404734.0,7,2017-07-01,Number of Employed Persons,FM-5189-CA,5189.0,CA,FM,2017-07-09,2017.0,Fire,WALL FIRE,False,False,True,True,2017-07-07,2017-07-17,False,6.0,7.0,99007.0,Butte (County),17058.0,2017070903.0,9.0,W,2024-08-27T18:22:14.800Z,077126a45ef36ffd29eeac3a1769bbe3881421c2,93953119-41f8-4ff9-9a75-f137574958b5,2017.0,,,,,,,,
LAUMT063108000000004,2017,M07,341759.0,7,2017-07-01,Number of Unemployed Persons,FM-5189-CA,5189.0,CA,FM,2017-07-09,2017.0,Fire,WALL FIRE,False,False,True,True,2017-07-07,2017-07-17,False,6.0,7.0,99007.0,Butte (County),17058.0,2017070903.0,9.0,W,2024-08-27T18:22:14.800Z,077126a45ef36ffd29eeac3a1769bbe3881421c2,93953119-41f8-4ff9-9a75-f137574958b5,2017.0,,,,,,,,
LAUMT063108000000004,2017,M08,334791.0,8,2017-08-01,Number of Unemployed Persons,FM-5192-CA,5192.0,CA,FM,2017-07-17,2017.0,Fire,DETWILER FIRE,False,False,True,True,2017-07-16,2017-08-01,False,6.0,43.0,99043.0,Mariposa (County),17065.0,2017071802.0,9.0,W,2024-08-27T18:22:14.800Z,4d5f577b86158aeaf13aa7ed8e4ad0847469a942,21e91fc3-3c2a-495f-b912-92e8aa8d9be9,2017.0,,,,,,,,
LAUMT063108000000005,2017,M08,6364843.0,8,2017-08-01,Number of Employed Persons,FM-5192-CA,5192.0,CA,FM,2017-07-17,2017.0,Fire,DETWILER FIRE,False,False,True,True,2017-07-16,2017-08-01,False,6.0,43.0,99043.0,Mariposa (County),17065.0,2017071802.0,9.0,W,2024-08-27T18:22:14.800Z,4d5f577b86158aeaf13aa7ed8e4ad0847469a942,21e91fc3-3c2a-495f-b912-92e8aa8d9be9,2017.0,,,,,,,,
LAUMT063108000000006,2017,M08,6699634.0,8,2017-08-01,Total Labor Force,FM-5192-CA,5192.0,CA,FM,2017-07-17,2017.0,Fire,DETWILER FIRE,False,False,True,True,2017-07-16,2017-08-01,False,6.0,43.0,99043.0,Mariposa (County),17065.0,2017071802.0,9.0,W,2024-08-27T18:22:14.800Z,4d5f577b86158aeaf13aa7ed8e4ad0847469a942,21e91fc3-3c2a-495f-b912-92e8aa8d9be9,2017.0,,,,,,,,
LAUMT063108000000003,2017,M08,5.0,8,2017-08-01,Unemployment Rate (%),FM-5192-CA,5192.0,CA,FM,2017-07-17,2017.0,Fire,DETWILER FIRE,False,False,True,True,2017-07-16,2017-08-01,False,6.0,43.0,99043.0,Mariposa (County),17065.0,2017071802.0,9.0,W,2024-08-27T18:22:14.800Z,4d5f577b86158aeaf13aa7ed8e4ad0847469a942,21e91fc3-3c2a-495f-b912-92e8aa8d9be9,2017.0,,,,,,,,
LAUMT063108000000006,2017,M09,6777244.0,9,2017-09-01,Total Labor Force,FM-5201-CA,5201.0,CA,FM,2017-09-02,2017.0,Fire,LA TUNA FIRE,False,False,True,True,2017-09-01,2017-09-10,False,6.0,37.0,99037.0,Los Angeles (County),17091.0,2017090202.0,9.0,W,2024-08-27T18:22:14.800Z,4553ef9c439ed14d76055154f31e53dd9ab0fc02,e3f4ef98-578b-4f2d-a574-2ad4be7a67a9,2017.0,,,,,,,,
LAUMT063108000000005,2017,M09,6476806.0,9,2017-09-01,Number of Employed Persons,FM-5201-CA,5201.0,CA,FM,2017-09-02,2017.0,Fire,LA TUNA FIRE,False,False,True,True,2017-09-01,2017-09-10,False,6.0,37.0,99037.0,Los Angeles (County),17091.0,2017090202.0,9.0,W,2024-08-27T18:22:14.800Z,4553ef9c439ed14d76055154f31e53dd9ab0fc02,e3f4ef98-578b-4f2d-a574-2ad4be7a67a9,2017.0,,,,,,,,
LAUMT063108000000004,2017,M09,300438.0,9,2017-09-01,Number of Unemployed Persons,FM-5201-CA,5201.0,CA,FM,2017-09-02,2017.0,Fire,LA TUNA FIRE,False,False,True,True,2017-09-01,2017-09-10,False,6.0,37.0,99037.0,Los Angeles (County),17091.0,2017090202.0,9.0,W,2024-08-27T18:22:14.800Z,4553ef9c439ed14d76055154f31e53dd9ab0fc02,e3f4ef98-578b-4f2d-a574-2ad4be7a67a9,2017.0,,,,,,,,
LAUMT063108000000003,2017,M09,4.4,9,2017-09-01,Unemployment Rate (%),FM-5201-CA,5201.0,CA,FM,2017-09-02,2017.0,Fire,LA TUNA FIRE,False,False,True,True,2017-09-01,2017-09-10,False,6.0,37.0,99037.0,Los Angeles (County),17091.0,2017090202.0,9.0,W,2024-08-27T18:22:14.800Z,4553ef9c439ed14d76055154f31e53dd9ab0fc02,e3f4ef98-578b-4f2d-a574-2ad4be7a67a9,2017.0,,,,,,,,
LAUMT063108000000003,2017,M10,4.2,10,2017-10-01,Unemployment Rate (%),FM-5213-CA,5213.0,CA,FM,2017-09-26,2017.0,Fire,CANYON FIRE,False,False,True,True,2017-09-25,2017-10-02,False,6.0,59.0,99059.0,Orange (County),17118.0,2017092601.0,9.0,W,2024-08-27T18:22:14.800Z,0ab39b1b1bca619e1dd6dd1dfd6afc5cde1558ea,3a8f0d07-3af1-490e-85ef-3e616724c85f,2017.0,,,,,,,,
LAUMT063108000000004,2017,M10,283963.0,10,2017-10-01,Number of Unemployed Persons,FM-5213-CA,5213.0,CA,FM,2017-09-26,2017.0,Fire,CANYON FIRE,False,False,True,True,2017-09-25,2017-10-02,False,6.0,59.0,99059.0,Orange (County),17118.0,2017092601.0,9.0,W,2024-08-27T18:22:14.800Z,0ab39b1b1bca619e1dd6dd1dfd6afc5cde1558ea,3a8f0d07-3af1-490e-85ef-3e616724c85f,2017.0,,,,,,,,
LAUMT063108000000005,2017,M10,6444397.0,10,2017-10-01,Number of Employed Persons,FM-5213-CA,5213.0,CA,FM,2017-09-26,2017.0,Fire,CANYON FIRE,False,False,True,True,2017-09-25,2017-10-02,False,6.0,59.0,99059.0,Orange (County),17118.0,2017092601.0,9.0,W,2024-08-27T18:22:14.800Z,0ab39b1b1bca619e1dd6dd1dfd6afc5cde1558ea,3a8f0d07-3af1-490e-85ef-3e616724c85f,2017.0,,,,,,,,
LAUMT063108000000006,2017,M10,6728360.0,10,2017-10-01,Total Labor Force,FM-5213-CA,5213.0,CA,FM,2017-09-26,2017.0,Fire,CANYON FIRE,False,False,True,True,2017-09-25,2017-10-02,False,6.0,59.0,99059.0,Orange (County),17118.0,2017092601.0,9.0,W,2024-08-27T18:22:14.800Z,0ab39b1b1bca619e1dd6dd1dfd6afc5cde1558ea,3a8f0d07-3af1-490e-85ef-3e616724c85f,2017.0,,,,,,,,
LAUMT063108000000003,2017,M11,4.1,11,2017-11-01,Unemployment Rate (%),FM-5223-CA,5223.0,CA,FM,2017-10-09,2018.0,Fire,CANYON 2 FIRE,False,False,True,True,2017-10-09,2017-10-20,False,6.0,59.0,99059.0,Orange (County),17134.0,2017101003.0,9.0,W,2024-08-27T18:22:14.800Z,03f43318b89792c21ca7249a03eefef5a5a7fffb,96d590f4-a191-47f8-9007-230a99997fa8,2017.0,,,,,,,,
LAUMT063108000000005,2017,M11,6469892.0,11,2017-11-01,Number of Employed Persons,FM-5223-CA,5223.0,CA,FM,2017-10-09,2018.0,Fire,CANYON 2 FIRE,False,False,True,True,2017-10-09,2017-10-20,False,6.0,59.0,99059.0,Orange (County),17134.0,2017101003.0,9.0,W,2024-08-27T18:22:14.800Z,03f43318b89792c21ca7249a03eefef5a5a7fffb,96d590f4-a191-47f8-9007-230a99997fa8,2017.0,,,,,,,,
LAUMT063108000000006,2017,M11,6747278.0,11,2017-11-01,Total Labor Force,FM-5223-CA,5223.0,CA,FM,2017-10-09,2018.0,Fire,CANYON 2 FIRE,False,False,True,True,2017-10-09,2017-10-20,False,6.0,59.0,99059.0,Orange (County),17134.0,2017101003.0,9.0,W,2024-08-27T18:22:14.800Z,03f43318b89792c21ca7249a03eefef5a5a7fffb,96d590f4-a191-47f8-9007-230a99997fa8,2017.0,,,,,,,,
LAUMT063108000000004,2017,M11,277386.0,11,2017-11-01,Number of Unemployed Persons,FM-5223-CA,5223.0,CA,FM,2017-10-09,2018.0,Fire,CANYON 2 FIRE,False,False,True,True,2017-10-09,2017-10-20,False,6.0,59.0,99059.0,Orange (County),17134.0,2017101003.0,9.0,W,2024-08-27T18:22:14.800Z,03f43318b89792c21ca7249a03eefef5a5a7fffb,96d590f4-a191-47f8-9007-230a99997fa8,2017.0,,,,,,,,
LAUMT063108000000003,2017,M12,4.0,12,2017-12-01,Unemployment Rate (%),DR-4353-CA,4353.0,CA,DR,2018-01-02,2018.0,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04,2018-01-31,False,6.0,83.0,99083.0,Santa Barbara (County),18001.0,2017120802.0,9.0,W,2024-08-27T18:22:14.800Z,5d43e173e2d0c9e8691ed0977b11542d429a3094,615d0b7d-30ad-41f1-a788-0d99ba5d57fb,2017.0,,,,,,,,
LAUMT063108000000005,2017,M12,6428488.0,12,2017-12-01,Number of Employed Persons,DR-4353-CA,4353.0,CA,DR,2018-01-02,2018.0,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04,2018-01-31,False,6.0,83.0,99083.0,Santa Barbara (County),18001.0,2017120802.0,9.0,W,2024-08-27T18:22:14.800Z,5d43e173e2d0c9e8691ed0977b11542d429a3094,615d0b7d-30ad-41f1-a788-0d99ba5d57fb,2017.0,,,,,,,,
LAUMT063108000000004,2017,M12,270378.0,12,2017-12-01,Number of Unemployed Persons,DR-4353-CA,4353.0,CA,DR,2018-01-02,2018.0,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04,2018-01-31,False,6.0,83.0,99083.0,Santa Barbara (County),18001.0,2017120802.0,9.0,W,2024-08-27T18:22:14.800Z,5d43e173e2d0c9e8691ed0977b11542d429a3094,615d0b7d-30ad-41f1-a788-0d99ba5d57fb,2017.0,,,,,,,,
LAUMT063108000000006,2017,M12,6698866.0,12,2017-12-01,Total Labor Force,DR-4353-CA,4353.0,CA,DR,2018-01-02,2018.0,Fire,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",True,False,True,True,2017-12-04,2018-01-31,False,6.0,83.0,99083.0,Santa Barbara (County),18001.0,2017120802.0,9.0,W,2024-08-27T18:22:14.800Z,5d43e173e2d0c9e8691ed0977b11542d429a3094,615d0b7d-30ad-41f1-a788-0d99ba5d57fb,2017.0,,,,,,,,
LAUMT063108000000004,2018,M01,302850.0,1,2018-01-01,Number of Unemployed Persons,FM-5228-CA,5228.0,CA,FM,2017-12-07,2018.0,Fire,LILAC FIRE,False,False,True,True,2017-12-07,2017-12-16,False,6.0,73.0,99073.0,San Diego (County),17145.0,2017120801.0,9.0,W,2024-08-27T18:22:14.800Z,2c648d00efab8e2d709dd0e70fa3f35295679fc8,d36a2e51-12a8-4a87-adaa-6efb1d89ce59,2017.0,,,,,,,,
LAUMT063108000000006,2018,M01,6709023.0,1,2018-01-01,Total Labor Force,FM-5228-CA,5228.0,CA,FM,2017-12-07,2018.0,Fire,LILAC FIRE,False,False,True,True,2017-12-07,2017-12-16,False,6.0,73.0,99073.0,San Diego (County),17145.0,2017120801.0,9.0,W,2024-08-27T18:22:14.800Z,2c648d00efab8e2d709dd0e70fa3f35295679fc8,d36a2e51-12a8-4a87-adaa-6efb1d89ce59,2017.0,,,,,,,,
LAUMT063108000000005,2018,M01,6406173.0,1,2018-01-01,Number of Employed Persons,FM-5228-CA,5228.0,CA,FM,2017-12-07,2018.0,Fire,LILAC FIRE,False,False,True,True,2017-12-07,2017-12-16,False,6.0,73.0,99073.0,San Diego (County),17145.0,2017120801.0,9.0,W,2024-08-27T18:22:14.800Z,2c648d00efab8e2d709dd0e70fa3f35295679fc8,d36a2e51-12a8-4a87-adaa-6efb1d89ce59,2017.0,,,,,,,,
LAUMT063108000000003,2018,M01,4.5,1,2018-01-01,Unemployment Rate (%),FM-5228-CA,5228.0,CA,FM,2017-12-07,2018.0,Fire,LILAC FIRE,False,False,True,True,2017-12-07,2017-12-16,False,6.0,73.0,99073.0,San Diego (County),17145.0,2017120801.0,9.0,W,2024-08-27T18:22:14.800Z,2c648d00efab8e2d709dd0e70fa3f35295679fc8,d36a2e51-12a8-4a87-adaa-6efb1d89ce59,2017.0,,,,,,,,
LAUMT063108000000003,2018,M02,4.3,2,2018-02-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2018,M02,6480219.0,2,2018-02-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2018,M02,6772591.0,2,2018-02-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2018,M02,292372.0,2,2018-02-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2018,M03,6491992.0,3,2018-03-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2018,M03,276855.0,3,2018-03-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2018,M03,6768847.0,3,2018-03-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2018,M03,4.1,3,2018-03-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2018,M04,6464729.0,4,2018-04-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2018,M04,3.9,4,2018-04-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2018,M04,263677.0,4,2018-04-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2018,M04,6728406.0,4,2018-04-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000003,2018,M05,3.8,5,2018-05-01,Unemployment Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2018,M05,6460593.0,5,2018-05-01,Number of Employed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000004,2018,M05,253600.0,5,2018-05-01,Number of Unemployed Persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000006,2018,M05,6714193.0,5,2018-05-01,Total Labor Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUMT063108000000005,2018,M06,6405718.0,6,2018-06-01,Number of Employed Persons,FM-5245-CA,5245.0,CA,FM,2018-06-25,2018.0,Fire,CREEK FIRE,False,False,True,True,2018-06-24,2018-06-29,False,6.0,89.0,99089.0,Shasta (County),18044.0,2018062501.0,9.0,W,2024-08-27T18:22:14.800Z,10ecc3c35945e7595b264251e7b30842398d13fd,1493c4c3-13c6-42c2-974f-a87872f1ed90,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000006,2018,M06,6707439.0,6,2018-06-01,Total Labor Force,FM-5245-CA,5245.0,CA,FM,2018-06-25,2018.0,Fire,CREEK FIRE,False,False,True,True,2018-06-24,2018-06-29,False,6.0,89.0,99089.0,Shasta (County),18044.0,2018062501.0,9.0,W,2024-08-27T18:22:14.800Z,10ecc3c35945e7595b264251e7b30842398d13fd,1493c4c3-13c6-42c2-974f-a87872f1ed90,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000003,2018,M06,4.5,6,2018-06-01,Unemployment Rate (%),FM-5245-CA,5245.0,CA,FM,2018-06-25,2018.0,Fire,CREEK FIRE,False,False,True,True,2018-06-24,2018-06-29,False,6.0,89.0,99089.0,Shasta (County),18044.0,2018062501.0,9.0,W,2024-08-27T18:22:14.800Z,10ecc3c35945e7595b264251e7b30842398d13fd,1493c4c3-13c6-42c2-974f-a87872f1ed90,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000004,2018,M06,301721.0,6,2018-06-01,Number of Unemployed Persons,FM-5245-CA,5245.0,CA,FM,2018-06-25,2018.0,Fire,CREEK FIRE,False,False,True,True,2018-06-24,2018-06-29,False,6.0,89.0,99089.0,Shasta (County),18044.0,2018062501.0,9.0,W,2024-08-27T18:22:14.800Z,10ecc3c35945e7595b264251e7b30842398d13fd,1493c4c3-13c6-42c2-974f-a87872f1ed90,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000004,2018,M07,318063.0,7,2018-07-01,Number of Unemployed Persons,FM-5250-CA,5250.0,CA,FM,2018-07-05,2018.0,Fire,KLAMATHON FIRE,False,False,True,True,2018-07-05,2018-07-16,False,6.0,93.0,99093.0,Siskiyou (County),18054.0,2018070601.0,9.0,W,2024-08-27T18:22:14.800Z,afa2987a9831468c672285160aa90fd0012d9172,ecf0d345-c1d2-4f28-be47-228502c451fd,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000005,2018,M07,6445132.0,7,2018-07-01,Number of Employed Persons,FM-5250-CA,5250.0,CA,FM,2018-07-05,2018.0,Fire,KLAMATHON FIRE,False,False,True,True,2018-07-05,2018-07-16,False,6.0,93.0,99093.0,Siskiyou (County),18054.0,2018070601.0,9.0,W,2024-08-27T18:22:14.800Z,afa2987a9831468c672285160aa90fd0012d9172,ecf0d345-c1d2-4f28-be47-228502c451fd,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000003,2018,M07,4.7,7,2018-07-01,Unemployment Rate (%),FM-5250-CA,5250.0,CA,FM,2018-07-05,2018.0,Fire,KLAMATHON FIRE,False,False,True,True,2018-07-05,2018-07-16,False,6.0,93.0,99093.0,Siskiyou (County),18054.0,2018070601.0,9.0,W,2024-08-27T18:22:14.800Z,afa2987a9831468c672285160aa90fd0012d9172,ecf0d345-c1d2-4f28-be47-228502c451fd,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000006,2018,M07,6763195.0,7,2018-07-01,Total Labor Force,FM-5250-CA,5250.0,CA,FM,2018-07-05,2018.0,Fire,KLAMATHON FIRE,False,False,True,True,2018-07-05,2018-07-16,False,6.0,93.0,99093.0,Siskiyou (County),18054.0,2018070601.0,9.0,W,2024-08-27T18:22:14.800Z,afa2987a9831468c672285160aa90fd0012d9172,ecf0d345-c1d2-4f28-be47-228502c451fd,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000004,2018,M08,309994.0,8,2018-08-01,Number of Unemployed Persons,FM-5262-CA,5262.0,CA,FM,2018-07-28,2018.0,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29,2018-08-20,False,6.0,33.0,99033.0,Lake (County),18070.0,2018072901.0,9.0,W,2024-08-27T18:22:14.800Z,c4d6a2a9b841eb9f385b277ba58e6a34ebfdd528,bb639c8f-fbf0-4bc4-811f-ad6d85c5812e,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000006,2018,M08,6679658.0,8,2018-08-01,Total Labor Force,FM-5262-CA,5262.0,CA,FM,2018-07-28,2018.0,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29,2018-08-20,False,6.0,33.0,99033.0,Lake (County),18070.0,2018072901.0,9.0,W,2024-08-27T18:22:14.800Z,c4d6a2a9b841eb9f385b277ba58e6a34ebfdd528,bb639c8f-fbf0-4bc4-811f-ad6d85c5812e,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000005,2018,M08,6369664.0,8,2018-08-01,Number of Employed Persons,FM-5262-CA,5262.0,CA,FM,2018-07-28,2018.0,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29,2018-08-20,False,6.0,33.0,99033.0,Lake (County),18070.0,2018072901.0,9.0,W,2024-08-27T18:22:14.800Z,c4d6a2a9b841eb9f385b277ba58e6a34ebfdd528,bb639c8f-fbf0-4bc4-811f-ad6d85c5812e,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000003,2018,M08,4.6,8,2018-08-01,Unemployment Rate (%),FM-5262-CA,5262.0,CA,FM,2018-07-28,2018.0,Fire,MENDOCINO FIRE COMPLEX,False,False,True,True,2018-07-29,2018-08-20,False,6.0,33.0,99033.0,Lake (County),18070.0,2018072901.0,9.0,W,2024-08-27T18:22:14.800Z,c4d6a2a9b841eb9f385b277ba58e6a34ebfdd528,bb639c8f-fbf0-4bc4-811f-ad6d85c5812e,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
LAUMT063108000000005,2018,M09,6456972.0,9,2018-09-01,Number of Employed Persons,FM-5268-CA,5268.0,CA,FM,2018-08-09,2018.0,Fire,HOLY FIRE,False,False,True,True,2018-08-09,2018-08-18,False,6.0,65.0,99065.0,Riverside (County),18082.0,2018080901.0,9.0,W,2024-08-27T18:22:14.800Z,1119edfc4a9aac87cf8676b00525e0e3830133b8,a95ce11c-bc07-4688-8456-0a7a4f258de8,2018.0,18.9,14.1,2.7,1472.0,922097331.0,9.0,6.0,48.0
